Price;Size;Rooms;Toilets;Parking
170000;48;2;2;1
235000;65;3;2;1
850000;108;5;4;2
430000;77;3;2;2
600000;104;3;3;2
182550;45;2;2;1
130000;48;2;2;2
1750000;186;3;4;3
230000;52;2;2;1
750000;122;3;2;2
1570000;186;4;5;3
309999;56;2;2;1
590000;72;2;2;1
1643000;186;3;5;3
1970000;234;4;6;3
799000;122;2;4;2
300000;76;3;2;1
272000;48;2;2;1
600000;106;3;2;2
1850000;236;4;2;3
1100000;183;3;4;3
220000;63;2;2;1
930000;135;3;3;3
395000;76;3;2;1
290000;52;2;2;1
730000;116;3;3;2
1180000;217;3;3;2
1050000;151;3;5;2
370000;67;2;2;2
320000;56;2;2;1
1250000;155;3;4;4
795000;120;3;4;3
299000;59;2;2;1
369000;59;2;2;1
389000;64;2;2;2
360000;65;3;2;1
450000;64;3;2;2
300000;46;2;2;1
307000;59;2;2;1
600000;73;3;2;2
299000;47;2;2;1
299000;59;2;2;1
430000;65;2;2;1
404000;71;3;2;2
334000;59;2;2;2
299000;59;2;2;1
369000;71;3;2;1
216641;43;2;1;1
489900;71;3;2;1
480000;65;2;2;1
340000;51;2;2;1
410000;65;3;2;1
369000;59;2;2;1
300000;87;3;2;1
299000;59;2;2;1
449000;71;3;2;1
380000;59;2;2;1
445200;50;2;2;1
1290000;138;3;5;2
1050000;117;3;4;2
655500;69;2;2;2
577000;78;3;2;2
1340000;128;4;5;3
700000;75;3;2;2
1080000;116;4;4;3
690000;74;3;2;2
830000;86;3;3;2
356000;40;1;2;1
2200000;210;3;5;3
700000;79;2;2;2
650000;69;2;2;2
980000;124;3;4;2
685000;71;1;2;2
1150000;130;3;3;2
810000;79;2;2;2
520000;50;2;2;1
670000;78;3;3;2
1500000;121;3;4;2
1270000;117;3;3;2
1250000;125;3;3;2
367900;40;1;2;1
210000;34;2;1;0
521859;62;2;2;1
420000;76;2;1;1
479000;33;1;2;1
602000;66;1;2;1
182900;31;1;1;0
299999;41;2;1;1
750000;70;3;2;1
700000;83;3;2;1
380000;55;1;1;0
212530;34;2;1;0
215000;34;1;1;0
750000;67;1;2;1
343990;46;2;1;1
305000;41;2;1;1
1600000;145;3;2;3
371000;51;2;1;1
220000;33;2;1;0
664900;69;2;2;1
328000;43;2;1;1
665000;65;2;2;1
1290000;162;3;2;2
750000;100;3;2;2
1090000;145;3;4;2
660000;70;2;2;1
910000;100;3;3;2
859000;83;3;2;2
220000;34;2;1;0
310000;41;2;1;1
280000;43;2;1;0
500000;57;2;2;1
450000;47;2;1;1
320000;57;2;1;1
550000;70;3;2;1
940000;102;3;2;2
530000;70;2;3;2
550000;70;2;2;1
699980;82;3;2;1
518000;63;2;2;1
435000;58;2;2;1
1600000;160;3;2;2
692000;115;3;2;1
830000;74;2;2;1
1340000;176;3;3;2
1390000;190;4;4;1
240000;45;1;1;0
280000;41;1;1;1
2100000;280;2;2;1
990000;110;3;1;1
960000;140;3;4;1
395000;40;1;2;1
545000;60;2;2;1
320000;70;2;1;1
550000;45;1;2;1
500000;50;1;1;1
400000;66;2;1;0
322000;38;1;2;0
680000;94;2;1;1
650000;74;2;1;1
380000;38;1;1;1
650000;74;2;2;1
745000;110;4;3;2
350000;60;1;1;0
1280000;156;3;2;2
420000;65;2;1;0
450000;38;1;1;1
1200000;106;3;2;1
850000;98;2;1;1
430000;62;2;1;1
1150000;95;2;1;1
580000;60;1;2;1
1500000;178;4;5;1
1075000;77;2;2;2
850000;90;2;2;1
749000;77;1;2;1
630000;74;2;1;1
320000;113;3;1;1
800000;66;3;2;1
310000;46;1;1;0
265000;35;1;1;0
150000;32;1;1;0
330000;42;1;2;1
382000;68;1;1;0
430000;42;1;1;1
450000;50;2;1;1
489000;53;2;1;1
435000;83;2;2;0
250000;46;1;1;1
477000;74;2;1;1
550000;43;1;2;1
285000;53;2;1;0
495000;70;2;1;0
240000;40;1;1;0
1100000;126;3;2;1
1400000;159;3;2;2
500000;62;2;1;1
235000;35;1;1;1
200000;30;1;1;0
517000;48;1;1;1
270000;50;2;1;0
560000;61;2;1;1
985000;144;3;2;1
905000;107;3;3;1
376000;36;1;2;1
330000;59;2;1;1
660000;53;1;1;1
450000;98;2;1;0
360000;104;3;3;0
550000;178;3;2;1
650000;294;3;2;1
510000;137;3;1;1
368000;52;2;1;1
330000;90;2;2;0
381000;50;2;1;1
450000;129;3;2;1
380000;101;2;1;1
395000;72;3;2;1
300000;120;3;2;1
340000;70;2;1;0
370000;45;2;1;1
270000;50;1;1;0
430000;80;2;1;1
460000;57;2;2;1
250000;48;1;1;1
680000;97;3;3;2
680000;97;3;2;2
610000;69;2;2;2
420000;62;3;2;1
600000;149;3;1;0
360000;44;2;1;1
450000;67;3;2;2
730000;97;3;2;2
700000;96;2;3;2
1110000;140;3;2;2
550000;233;4;1;1
410000;58;2;2;1
395000;53;2;1;1
395000;58;2;2;2
1000000;235;4;1;1
489000;67;2;2;1
430000;98;2;1;0
205900;30;1;1;0
420000;118;3;2;0
561000;69;2;2;1
400000;118;3;1;0
400000;111;2;1;0
400000;164;3;1;1
510000;70;2;2;2
690000;140;3;1;0
445000;62;3;2;1
650000;80;2;2;0
720000;97;3;2;2
395000;72;3;2;1
470000;48;2;1;1
300000;58;2;1;0
420000;62;3;2;1
381761;68;2;2;1
550000;69;2;2;1
540000;69;2;2;2
700000;97;3;2;2
650000;180;3;1;1
300000;50;1;1;0
410000;100;2;1;0
360000;56;1;2;1
461000;70;2;2;1
680000;97;3;2;2
870000;300;3;4;1
325000;55;2;1;1
480000;67;3;2;2
1100000;220;4;2;2
672000;96;3;2;2
450000;58;2;2;1
954000;201;3;2;1
740000;96;3;2;2
360000;47;2;1;1
350000;48;2;1;1
450000;107;3;1;1
207000;36;1;1;0
410000;109;2;1;1
800000;200;3;1;1
530000;233;3;1;1
500000;100;3;1;0
345000;62;3;2;1
290000;52;1;1;0
380000;49;2;1;1
479000;58;2;2;1
700000;96;3;2;2
169002;44;2;1;1
169000;40;2;1;1
379000;57;2;1;1
169001;44;2;1;1
340000;57;2;1;1
280000;48;2;1;1
525000;73;3;2;1
290000;56;2;1;1
195000;45;1;1;0
185000;33;1;2;0
285000;32;1;1;1
183000;39;2;1;0
320000;53;2;1;1
276000;51;2;1;0
258000;36;1;1;1
525000;71;3;2;1
380000;50;2;1;1
383000;57;2;1;1
376600;57;2;1;1
380000;63;2;1;1
371000;62;2;1;1
238400;31;1;1;1
340000;62;3;1;1
350000;52;2;1;1
450000;100;2;2;1
169000;39;2;1;0
368000;66;2;2;0
287000;84;2;1;0
380000;46;1;1;1
362000;50;2;1;1
450000;73;2;1;1
400000;68;3;2;1
400000;68;3;2;1
399990;40;1;2;1
380000;63;2;2;1
203780;38;2;1;0
199000;32;1;1;0
219990;33;1;1;0
259800;35;1;1;1
920368;123;3;2;2
350000;58;2;1;1
350000;48;2;1;1
228000;31;1;1;1
292000;41;1;1;0
381700;57;1;1;1
300000;50;2;1;1
620000;68;2;1;1
335000;35;1;1;0
477000;39;1;1;1
500000;65;1;1;0
405000;37;1;1;1
400000;50;2;1;1
1570000;135;3;2;1
420000;64;1;2;0
620000;85;2;1;1
340000;48;1;2;1
585000;49;1;1;1
1700000;227;3;1;1
745000;99;3;2;1
770000;103;2;3;1
450000;56;1;1;0
410000;38;1;2;1
600000;84;2;1;0
880000;48;1;1;1
1050000;177;4;2;2
320000;45;2;1;0
590000;86;3;1;1
732000;60;1;1;1
840000;124;2;2;1
851063;54;1;1;1
500000;50;1;1;1
918550;67;1;1;1
690000;110;2;1;1
565000;57;2;1;0
530000;52;1;1;1
690000;56;1;1;2
600000;42;1;2;1
760000;70;2;1;0
2000000;140;3;2;2
395000;65;1;2;0
380000;38;1;2;1
294850;44;1;2;0
850000;90;3;2;1
400000;40;1;1;1
500000;70;2;1;0
780000;108;3;2;1
364000;44;1;2;1
305000;38;1;1;0
750000;90;2;2;1
490000;37;1;1;1
845000;80;2;3;1
430000;46;1;1;1
680000;55;2;2;2
4750000;306;4;5;3
1900000;159;4;4;2
650000;52;1;1;1
530000;35;1;2;1
4224000;300;2;3;2
630000;51;1;1;1
849000;95;1;2;2
5000000;310;3;2;2
742000;53;2;1;1
595000;91;3;1;0
1300000;75;3;2;1
4790000;290;4;3;2
420000;34;1;1;1
620000;51;2;1;1
1756000;140;3;2;2
450000;55;1;1;0
252000;48;2;1;1
280000;50;1;1;0
310000;50;1;1;0
280000;46;1;1;1
480000;51;2;1;1
606320;65;2;2;1
270000;55;2;1;0
226000;35;1;1;0
690000;75;3;2;2
350000;55;3;2;1
430000;38;1;1;1
320000;56;1;1;1
750000;68;2;2;1
189000;37;2;1;0
189000;37;2;1;0
189000;37;2;1;0
795000;75;3;1;2
300000;45;2;2;1
265000;36;1;1;0
525000;33;1;2;1
489000;38;1;1;1
281748;38;1;1;1
300000;45;2;1;1
1150000;96;2;2;3
299000;45;2;2;1
240000;55;1;1;0
750000;78;2;1;1
189001;37;2;1;0
1200000;200;3;2;2
287000;53;2;2;1
795000;74;3;1;2
690000;100;3;2;1
209622;38;1;2;1
460000;42;1;1;1
280000;45;2;1;1
593600;115;3;1;1
291500;46;2;1;1
199000;35;1;1;1
265000;36;1;1;1
280000;31;1;1;1
629000;125;3;1;1
780000;100;3;2;2
855000;121;3;3;1
500000;48;2;1;1
340000;64;2;1;0
430000;53;2;1;1
324900;45;1;2;1
430000;45;1;1;1
515000;65;2;2;1
508800;57;2;2;1
353500;59;3;1;1
563000;70;2;2;1
310000;55;3;2;1
340000;44;2;1;1
500530;55;3;2;1
410000;45;2;1;0
199000;42;2;1;1
325000;62;3;2;1
695000;95;3;2;2
380000;61;2;2;1
620000;78;3;2;1
485000;66;2;2;2
450000;62;3;1;1
400000;55;2;2;1
690000;83;2;2;2
661000;95;3;2;2
570000;65;2;2;2
660500;95;3;2;2
400000;65;2;2;1
329000;62;3;2;1
530000;65;2;2;2
599000;75;3;2;1
380000;70;3;1;1
370000;51;2;1;1
790000;130;3;2;1
240000;30;1;2;1
235000;30;1;1;0
2550000;348;3;2;1
1000000;220;3;2;1
1180000;171;2;2;1
419500;48;1;1;1
349500;34;1;1;1
290000;57;1;1;0
520000;45;1;1;1
449000;48;1;1;1
336000;36;1;1;1
210000;57;1;1;0
1250000;180;3;2;1
420000;48;1;1;0
332100;30;1;1;0
2400000;395;3;2;1
475000;93;3;1;0
520000;78;2;2;1
415000;48;2;1;0
2000000;177;3;2;1
1690000;310;3;2;1
600000;94;2;1;0
370000;65;1;1;0
310000;47;1;1;0
1020000;300;4;3;2
459700;39;1;2;0
1150000;105;3;1;1
950000;167;3;2;1
1180000;129;3;3;2
640000;105;3;1;1
330001;45;1;1;0
42000;48;1;1;1
450000;128;2;1;1
265000;37;1;1;0
300344;36;1;1;0
900000;192;3;2;1
430000;64;1;2;0
419900;48;1;1;0
245000;37;1;1;1
399000;55;1;1;1
780000;130;2;2;1
475000;93;3;1;0
401100;40;1;2;1
385000;54;1;1;0
550000;76;2;2;1
265000;42;1;1;0
190000;30;1;1;0
490000;78;2;2;1
1530000;266;3;2;2
344840;35;1;1;1
417000;50;1;1;1
1300000;177;4;1;1
2500000;350;3;1;2
317900;36;1;2;1
2100000;155;4;3;3
695000;98;2;3;1
350000;40;1;1;1
1200000;94;2;2;1
510000;50;2;1;1
425000;63;2;2;1
355000;41;1;2;1
360000;33;1;1;1
630000;68;2;1;0
375000;42;1;2;1
400000;70;2;1;0
680000;87;2;1;1
550000;111;2;1;0
500000;87;2;1;1
750000;87;3;2;1
630000;116;2;2;1
585000;55;2;2;1
495000;87;2;1;1
400000;87;2;1;1
460000;33;1;2;1
1811498;160;2;2;2
350000;65;1;1;0
1927626;213;2;3;2
420000;58;1;1;0
2100000;255;3;2;2
470000;59;2;2;1
800000;100;3;2;1
290000;36;1;1;0
595000;59;2;2;1
890000;203;3;4;1
469900;77;2;1;1
550000;45;1;1;1
1200000;134;3;2;1
530000;43;2;1;1
1150000;130;3;1;1
1040000;101;2;1;1
331500;36;1;1;1
640000;100;3;1;1
600000;48;2;1;1
750000;108;3;1;1
324900;40;1;2;1
350000;66;2;1;0
285700;36;1;1;0
1280000;148;3;2;1
189000;37;2;1;0
250000;38;1;1;1
269900;62;2;1;0
270000;35;1;1;0
280000;30;2;1;0
350000;87;2;1;0
280000;34;1;1;1
354000;59;3;2;1
305000;50;2;1;1
700000;70;2;1;1
190000;45;1;1;0
240000;45;1;1;0
335000;105;3;1;0
300000;38;1;1;0
280000;34;1;1;1
241000;48;1;1;0
180000;42;1;1;0
300000;51;2;2;1
380000;44;1;1;1
160000;42;1;1;1
185000;38;1;1;1
234000;32;1;2;1
270000;75;1;1;0
555000;70;2;2;1
280000;58;1;1;0
298900;52;2;1;1
350000;50;2;1;1
330000;37;1;1;1
230000;54;2;2;0
350000;76;1;2;1
350000;50;2;1;1
240000;32;1;1;1
250000;80;2;1;0
409990;80;2;2;1
305000;50;2;1;1
222600;50;2;1;1
243800;43;1;1;1
240000;45;1;1;0
180000;48;1;1;0
270000;70;1;1;0
230000;60;1;1;0
293000;54;2;2;0
350000;67;1;1;0
585000;74;2;2;1
305000;60;2;1;1
325000;60;2;1;1
560000;90;3;2;2
679900;93;3;2;2
739500;93;3;2;2
565000;64;2;2;1
551190;67;2;2;1
586000;98;3;3;1
345000;52;2;1;1
638000;65;2;2;2
550000;63;2;2;2
647000;75;2;2;2
3490000;505;4;5;4
780000;88;3;2;2
500000;90;3;2;1
389900;53;2;2;1
500000;65;2;2;1
680000;80;3;3;2
480000;65;2;2;2
630000;94;3;2;2
610000;65;2;2;2
360000;82;3;2;2
440000;47;2;1;1
680000;90;3;2;2
645000;65;2;1;1
425000;82;3;2;2
630000;65;2;2;2
530000;74;2;2;1
334999;49;2;1;1
1325000;134;3;4;2
550000;95;3;2;1
387500;53;2;2;1
728000;93;3;2;1
360000;78;3;2;1
1430000;132;3;4;2
680000;88;3;2;1
550000;98;3;2;1
540000;64;3;2;2
169100;50;2;1;1
600000;65;2;2;1
540000;96;3;3;1
240000;45;2;1;0
370000;68;2;1;1
520000;65;2;2;1
489500;98;2;2;1
177200;42;2;1;0
500000;83;3;2;2
352900;47;2;2;1
675000;67;2;2;1
320000;56;3;1;1
360000;70;2;1;1
460000;66;2;2;2
810000;120;3;2;3
450000;64;2;2;2
580000;76;3;2;2
380000;53;2;2;1
508000;90;3;2;2
345000;64;1;2;1
450000;59;2;1;1
540000;65;3;2;1
780000;88;3;2;2
700000;92;3;2;2
222000;44;2;1;1
428940;58;3;2;1
160000;35;1;1;1
160000;35;1;1;1
220000;45;2;1;1
235500;48;2;1;1
236000;42;2;1;1
266045;45;2;1;1
300000;52;2;1;1
260000;78;2;1;1
320000;95;3;1;2
345000;67;3;2;1
283454;45;2;1;1
380000;96;3;1;1
330500;59;3;2;1
304968;59;3;2;1
160000;35;1;1;1
220000;45;2;1;1
160000;35;1;1;1
341000;75;2;1;2
220000;45;2;1;1
220000;45;2;1;1
266045;45;2;1;1
266045;45;2;1;1
335200;59;3;2;1
335200;59;3;2;1
235000;45;2;1;1
160000;35;1;1;1
281161;45;2;1;1
310000;54;2;2;1
350000;74;3;1;1
360000;60;3;2;2
152500;34;1;1;0
213817;45;2;1;1
290000;53;2;2;1
380000;77;3;2;1
274000;45;2;1;1
360000;60;2;2;2
464500;67;2;1;1
266045;45;2;1;1
335200;59;3;2;1
234900;47;2;1;1
266045;45;2;1;1
150000;40;1;1;1
279000;45;2;1;1
468000;68;2;2;1
270000;55;2;1;1
282500;48;3;1;1
295500;59;3;2;1
335000;72;3;1;1
329000;50;2;2;1
249900;54;2;2;1
260000;74;2;1;1
280000;78;2;1;1
232000;48;3;1;1
260000;78;2;1;1
330000;75;3;1;1
430000;68;3;2;1
775000;105;3;2;2
550000;80;3;2;3
990000;123;3;2;2
426000;82;3;1;1
394000;70;3;2;1
1100000;136;3;4;2
280000;50;2;1;1
860000;95;3;2;3
510000;85;3;2;2
450000;80;3;2;2
300000;53;2;1;1
398000;68;3;2;2
890000;120;3;4;3
750000;91;3;2;2
420000;72;2;2;1
810000;118;3;1;1
215000;40;1;2;1
445000;65;2;1;1
790000;110;3;2;2
340000;57;2;2;1
900000;147;3;2;2
882000;92;3;2;2
475000;62;3;2;1
495000;70;2;2;1
430000;67;2;2;1
570000;82;3;2;2
798000;126;3;4;3
640000;95;3;2;2
430000;82;2;1;1
460000;69;2;2;2
940000;121;3;2;2
495000;98;3;2;2
424900;64;2;2;1
980000;142;3;4;2
760000;122;3;2;2
850000;118;3;2;2
360000;60;2;2;1
360000;55;2;1;1
1900000;260;4;5;5
630000;82;3;3;2
2130000;130;3;2;1
3600000;185;3;4;3
1970000;162;4;2;2
1800000;135;3;3;2
1100000;54;1;2;1
6900000;321;3;4;5
5900000;540;4;3;4
649000;84;2;2;1
830000;48;1;2;1
2730000;146;3;4;2
1450000;62;1;2;1
2300000;100;2;3;2
1200000;168;3;2;1
700000;52;1;2;1
963000;96;3;2;1
1550000;182;4;2;2
2890000;151;3;4;3
690000;70;2;1;0
2880000;240;4;4;3
620000;83;2;1;0
1200000;98;3;2;1
900000;83;2;1;1
1300000;67;2;2;2
1800000;130;3;2;2
4400000;343;4;5;4
4240000;297;4;4;3
880000;122;3;2;1
1255000;100;3;2;1
2550000;193;4;3;2
2160000;155;3;3;2
950000;103;3;1;1
1630000;134;3;2;1
3200000;210;4;3;3
1100000;145;3;3;1
1290000;150;3;2;1
970000;98;2;1;1
650000;112;2;1;1
1350000;125;3;2;2
2000000;163;3;2;1
500000;38;1;1;1
915000;130;3;2;1
7500000;415;4;5;5
750000;55;2;2;2
1630000;130;3;2;1
1590000;181;3;2;1
650000;140;3;2;1
1600000;145;3;1;1
2590000;193;3;4;2
1350000;113;3;2;1
3180000;190;3;2;2
2470000;159;3;4;2
1900000;239;5;4;1
650000;50;2;1;1
3400000;286;4;2;3
900000;100;2;1;1
890000;84;2;2;1
690000;46;1;1;1
1220000;100;3;2;1
4600000;348;4;5;4
2550000;193;3;2;2
1270000;107;3;2;2
1060000;93;2;1;1
1600000;150;3;2;2
851000;45;1;1;1
650000;80;2;2;1
720000;75;2;1;1
1350000;104;3;2;2
460000;55;1;1;1
2300000;160;3;4;3
1289000;143;4;4;2
3500000;221;3;4;4
609000;74;2;1;1
4950000;226;4;5;4
440000;43;1;1;1
2800000;173;3;4;3
3022000;183;4;3;4
1050000;135;3;2;1
1780000;130;3;4;2
2990000;189;4;4;4
3800000;230;4;5;4
1550000;140;4;4;2
5600000;316;4;5;5
2067000;125;3;2;2
5750000;306;4;5;5
730000;86;2;1;1
700000;70;2;2;1
650000;70;2;3;1
330000;32;1;1;1
2950000;172;2;3;3
680000;87;3;2;1
980000;100;3;4;2
990000;125;3;2;2
1150000;110;3;2;2
890000;80;2;2;2
920000;100;2;1;1
2120000;114;2;2;2
430000;42;1;2;1
3770000;257;3;4;4
500000;42;1;1;1
3119960;172;4;3;3
1800000;172;4;4;2
1500000;142;4;3;3
1250000;142;3;2;2
500000;55;1;1;1
440000;47;1;1;1
1150000;145;2;2;1
2590000;165;4;3;4
1300000;139;3;2;2
1600000;144;2;3;2
1345000;146;3;2;1
1890000;208;4;4;5
1030000;120;3;2;2
710000;70;2;2;1
1272000;100;3;2;1
850000;86;2;3;1
1350000;110;3;2;2
390000;45;1;1;1
829000;90;3;2;1
700000;78;3;2;1
740000;80;2;2;1
760000;78;2;2;1
900000;80;2;1;1
636000;60;2;2;1
2500000;220;4;4;4
1700000;124;4;4;2
700000;78;3;2;1
6000000;288;3;4;5
2650000;173;2;3;3
2890000;182;4;4;4
1050000;105;3;2;2
3600000;181;3;4;3
6950000;302;4;5;5
4000000;298;4;5;5
960000;73;1;2;2
2149000;158;3;4;3
500000;45;1;1;1
3200000;255;4;5;4
440000;45;1;1;1
1250000;142;3;2;2
500000;50;1;2;1
3500000;214;3;4;4
1150000;150;3;2;2
440000;45;1;1;1
3200000;173;3;4;3
650000;88;2;1;1
700000;76;2;2;1
1640000;154;3;2;2
425000;40;1;1;1
2150000;127;3;2;2
6800000;286;4;5;4
1650000;143;3;4;3
954000;106;3;2;2
945000;106;3;2;2
1580000;165;3;2;2
820000;78;3;2;2
3200000;167;3;4;2
750000;80;2;2;1
580000;34;1;1;1
950000;106;3;2;2
2000000;205;3;2;3
2200000;205;3;2;3
4450000;286;4;5;4
1500000;120;3;2;2
2200000;180;3;2;3
530000;49;2;1;1
550000;63;2;1;1
375000;63;2;1;1
970000;105;3;2;2
1290000;120;3;2;3
3800000;280;4;4;4
690000;90;3;1;1
3850000;620;4;5;5
1126300;92;3;2;1
1100000;124;3;2;2
980000;103;3;2;2
940000;100;3;1;2
439493;56;2;1;2
7559420;377;3;4;4
2800000;200;2;1;2
1300000;114;3;2;3
1400000;128;2;2;3
5500000;359;4;5;5
1300000;125;3;2;2
900000;90;2;3;1
2916530;225;3;4;3
1400000;156;3;2;2
435000;49;2;1;1
970000;83;2;3;2
1700000;125;3;2;2
1372910;125;3;4;3
980000;104;3;2;1
7521000;377;6;7;4
7000000;400;4;5;5
1290000;165;3;2;2
555700;30;1;1;1
850000;107;3;2;2
2600000;184;3;2;3
2200000;194;3;4;2
3400000;273;4;5;3
6500000;319;3;4;4
1950000;222;4;5;3
7200000;387;4;5;4
779000;93;2;3;2
1580000;143;3;4;3
5500000;253;4;5;4
480000;76;3;2;1
1100000;83;2;2;1
1285000;165;3;2;2
1100000;122;3;2;2
850000;120;3;2;1
799000;124;3;3;1
950000;105;3;2;2
3800000;258;4;5;4
570000;40;1;2;1
960000;90;3;2;2
564750;63;2;2;1
1020000;105;3;2;3
535000;58;2;1;1
710000;72;3;2;1
530000;80;2;1;0
960000;134;3;2;1
640000;90;3;2;1
901000;98;3;3;2
1500000;128;4;4;2
700000;73;2;2;1
585000;69;2;1;1
380000;62;1;2;1
1000000;170;3;4;3
615000;88;3;2;1
750000;83;2;2;1
895000;110;3;2;1
2000000;220;3;4;3
1590000;246;4;3;4
668000;86;3;1;1
1250000;142;3;3;2
2450000;226;4;4;3
650000;98;3;2;1
648800;80;3;1;1
792000;105;3;2;2
415000;55;2;1;0
575000;91;2;2;2
425000;64;2;1;0
560000;72;2;2;1
415000;30;1;2;1
2100000;157;4;5;2
750000;98;3;2;1
700000;89;2;1;1
740000;72;3;2;2
600000;50;2;2;1
849800;103;3;2;2
780000;95;3;2;2
1380000;174;4;3;3
2590000;209;4;3;5
5500000;307;4;5;7
790000;102;3;2;1
1180000;145;4;5;2
3192000;224;3;4;4
1000000;125;3;2;1
700000;80;3;2;1
5320000;270;3;4;4
1450000;170;4;3;2
900000;140;3;2;2
755000;80;3;1;1
2550000;240;4;3;3
999000;86;3;2;2
850000;112;3;1;1
1160000;131;3;2;1
1200000;83;2;2;2
1360000;170;3;2;2
1330000;155;4;2;3
1500000;156;3;2;2
420000;55;2;1;1
798000;84;2;1;1
379000;68;1;2;0
840000;96;2;1;1
599000;75;1;2;1
900000;72;2;2;1
630000;51;2;1;1
790000;103;2;2;1
705000;51;2;1;1
590000;48;1;2;1
850000;68;2;3;2
700000;80;2;1;1
689000;80;2;1;1
505000;39;1;1;1
510000;39;1;1;1
690000;93;3;1;1
524799;35;1;1;1
900000;117;3;2;1
265999;31;1;1;0
1982000;160;4;4;2
1982000;160;4;4;2
1590000;120;3;2;2
1500000;70;2;1;1
425000;41;1;1;1
629000;50;2;2;1
2650000;191;4;5;4
980000;125;1;2;2
730000;83;2;1;1
730000;78;2;1;1
1200000;94;3;2;2
650000;67;2;1;1
1550000;110;2;2;2
450000;57;1;1;1
420000;60;2;1;1
498000;42;1;1;1
650000;52;1;2;1
650000;48;2;2;1
760000;113;2;1;1
812500;65;2;2;1
660000;70;2;1;1
1982000;160;4;4;2
1982000;160;4;4;2
505000;39;1;1;1
650000;74;2;1;1
430000;45;1;1;1
1900000;250;3;3;2
1600000;120;3;2;2
700000;76;2;2;1
840000;107;3;2;1
970000;94;3;2;2
925000;92;2;2;1
688000;73;2;1;1
700000;83;3;1;0
3190000;211;4;3;3
750000;78;2;1;1
1379000;102;3;3;2
930000;66;2;2;1
1410000;93;3;3;2
1491000;88;3;2;2
850000;70;2;2;1
630000;64;1;2;1
1220000;89;2;3;2
599000;63;1;2;1
570000;65;3;2;1
1476000;82;2;2;2
925000;112;2;2;1
550000;63;1;2;1
637500;85;3;2;2
680000;83;2;2;1
441000;70;2;2;2
550000;79;2;2;1
690000;85;3;2;2
660000;85;3;3;1
499000;70;2;2;2
511000;70;2;2;2
220000;70;2;2;1
635000;98;3;2;2
810000;110;3;4;2
600000;82;3;2;1
299000;54;2;2;1
525000;70;2;2;2
670000;71;3;2;2
795000;75;2;3;2
1440000;134;3;4;3
1400000;119;3;4;2
1350000;110;3;2;4
635000;55;2;2;1
1300000;131;3;4;2
1650000;161;3;5;3
1520000;127;3;4;2
1080000;124;3;5;2
2450000;162;2;5;3
1480000;111;3;3;2
1290000;83;2;3;2
1410000;125;3;4;2
1290000;83;1;2;2
542000;60;2;2;1
1240000;106;3;4;2
590000;45;1;2;1
753000;46;2;2;1
560000;35;1;2;1
2600000;206;4;1;3
1443998;84;2;3;2
690000;43;1;2;1
1312150;85;2;1;2
1176588;82;3;3;1
550000;45;1;2;1
1079000;80;3;2;2
1100000;115;3;2;2
200000;40;2;2;1
950000;110;3;2;3
580000;68;3;2;1
850000;109;3;2;2
503500;65;3;2;1
299000;48;2;1;1
320000;57;2;2;1
430000;74;2;2;1
625000;73;3;2;2
340000;68;2;1;1
1310000;178;4;4;3
479000;70;3;2;1
330000;65;2;1;1
1020000;122;3;2;2
530000;85;3;2;1
392500;59;1;1;1
1280000;140;4;2;2
428000;56;2;1;1
1280000;136;3;2;3
1010000;95;1;2;1
460262;36;1;1;1
1510000;158;4;4;3
1190000;130;2;3;3
1450000;225;4;4;3
369000;35;1;1;1
592617;65;2;2;1
650000;65;2;2;1
1200000;121;4;2;3
1090000;97;3;3;1
592617;65;2;2;1
1400000;108;2;2;2
2200000;315;4;5;4
454377;67;2;2;1
449997;67;2;2;1
540000;69;2;2;1
929900;94;2;3;2
528000;51;1;2;1
498000;69;2;2;1
480000;58;2;2;1
720000;100;3;3;2
720000;100;3;3;2
850000;70;2;2;2
1350000;160;4;5;2
531900;83;3;2;2
330000;78;2;2;1
580172;83;2;2;1
458000;62;2;2;1
878700;112;3;3;3
800000;106;3;3;1
480000;49;1;2;1
1000000;103;2;3;2
1050000;138;3;2;1
610000;66;2;2;1
690000;80;2;2;1
513260;41;1;2;1
217000;30;1;2;1
456000;58;2;2;1
740000;96;3;3;2
350000;61;3;2;1
390000;129;3;3;1
340000;70;2;2;1
456000;67;2;2;1
422000;72;3;2;2
262000;40;1;2;1
290000;46;1;2;1
280000;48;2;2;1
320000;61;2;2;1
488400;72;3;2;1
318000;42;1;2;1
1250000;70;2;2;1
1800000;120;2;4;1
486463;45;2;2;1
1630000;129;4;5;2
714000;67;2;2;1
395000;40;1;2;1
880000;95;1;2;2
458000;84;2;3;1
320000;50;1;2;1
269000;38;1;2;1
350000;58;2;2;1
220000;41;1;2;1
520490;65;2;2;1
199000;37;2;2;1
350000;59;3;2;1
330000;62;3;2;1
885000;135;3;4;2
374400;59;3;3;2
450000;61;3;2;1
1500000;192;3;5;3
380000;39;1;2;1
403100;40;1;2;1
297990;31;1;2;1
1299995;210;4;3;2
297990;31;1;2;1
650000;113;4;3;1
265000;50;2;2;1
310000;47;1;2;1
360000;35;1;2;1
410000;37;1;2;1
340000;71;2;2;1
400000;42;1;2;1
195000;55;1;2;1
520000;58;1;2;1
1399290;126;3;3;2
670000;59;2;2;1
277000;36;1;2;1
2150000;339;4;3;1
1450000;130;3;3;2
668000;74;2;2;1
493000;68;2;2;1
